hole_number,file_name,original_points,left_points,right_points,left_success,left_depth_mm,left_rmse,right_success,right_depth_mm,right_rmse,both_successful,depth_difference_mm,relative_difference_percent,average_depth_mm,consistency_rating,recommended_depth_mm
1168,Hole-1168_3d.pcd,137805,53253,52037,True,1.0948141724561047,0.05110814103242485,True,1.0370152796550547,0.05504416227169026,True,0.057798892801049995,5.42246873865182,1.0659147260555797,good,1.0659147260555797
1169,Hole-1169_3d.pcd,139201,53571,52421,True,1.0747692620129958,0.03863417987359456,True,1.0368452231150607,0.04213481115875215,True,0.037924038897935164,3.591947220009272,1.0558072425640281,excellent,1.0558072425640281
1170,Hole-1170_3d.pcd,139726,53758,52658,True,1.0810112156572378,0.043267025488275844,True,1.0381634171300376,0.050317516559085604,True,0.04284779852720022,4.0438195006934405,1.0595873163936376,excellent,1.0595873163936376
